"","X1_050_06.y","X1_090_07.y","X1_120_01.y","X1_200_02.y","X1_300_04.y","X1_400_05.y","X1_600_03.y","X3_040_07.y","X3_060_01.y","X3_080_02.y","X3_120_06.y","X3_150_07.y","X3_200_01.y","X3_250_02.y","X3_300_01.y","X3_400_02.y","X3_500_04.y","X3_550_05.y","X3_600_03.y","X3_800_03.y","X5_020_06.y","X5_050_07.y","X5_080_01.y","X5_120_02.y","X5_200_04.y","X5_300_05.y","X5_400_03.y","X5_500_05.y","X5_600_03.y","X6_040_06.y","X6_080_07.y","X6_200_01.y","X8_040_06.y","X8_070_07.y","X8_200_01.y","X9_040_06.y","X9_070_07.y","X9_380_01.y","X12_040_06.y","X12_120_07.y","X12_300_01.y","X12_1900_03.y"
"K00275",13.45490179,0.670304923,0.836734579,0,0,0,0,0,3.230934007,0,0,0,0,1.578066481,0,0,0,0,0,0,1.640831615,4.036946671,0,0,0,0,0,0,0,6.97740318,1.047281807,0,1.169491662,0,0,4.145563156,0.726516415,0,3.209157006,0,0,0
"K00276",17.27569,12.62289,13.78739,16.18558,0,0,0,11.9619,12.67573,26.50428,0,1.459065,0,0,0,0,0,0,0,0,3.862427,12.35357,4.804751,0.8536699,0,0,0,0,0,5.685376,7.39573,0,1.376459,1.624298,2.837623,20.49269,6.840717,4.647528,0,6.839286,0,0
"K00281",68.906386745,42.668908422,65.345531613,48.135786042,52.50580128,28.421342834,77.742337687,66.047614668,53.817296652,53.376872252,80.176581352,64.499435134,90.694127328,110.917640023,54.206426803,60.892429899,52.894514207,86.945369201,5.609754575,81.538104784,77.380598365,75.589461942,58.120300001,128.071136065,97.919176825,51.776199135,79.85709964,27.455368552,32.273035697,67.837404586,48.785442712,48.127352018,47.437401595,52.058578281,71.598087905,46.783394543,72.370225669,69.218713103,68.70933179,56.510140781,61.314800729,172.1346525
"K00284",2.334524,1.239559,0,12.7153,0,37.08837,3.91948,0,1.0277495,0,0,7.318733,4.373602,10.494717,2.6127833,6.706255,9.688693,0,1.970593,23.165418,0,0,0,2.141022,3.9837757,1.616402,7.156712,4.048089,1.137201,0,0.4841705,6.697192,0,0,1.5338317,0,7.148611,10.216171,0,0,12.389313,0
"K00286",4.281924526,8.673139619,3.559749422,0,0,0,0,4.85158486,11.907815496,16.934496042,5.56219283,0.659250028,0,0,0,0,0,0,0,0,5.998271863,0.983838659,1.552720269,0,0,0,0,0,0,3.186932123,12.577163736,1.260871596,3.692429402,9.616128434,0,11.720757393,2.156938602,1.049947225,1.137735817,3.090197612,0,0
"K00294",4.594564,3.9662997,4.922873,5.85051,0,0,0,9.428952,15.92045,2.113313,2.4530868,1.97775,3.133919,0,0,1.928245,0,0,0,0,1.5408505,14.962782,12.540227,22.845564,2.0503371,2.211711,4.996674,0,0,0.7226129,1.670808,2.201059,0,1.6629263,0,5.581344,0.9781392,0,16.641471,5.818616,7.00606,0
"K00295",8.411992763,15.06790072,6.145642876,0,0,0,0,9.272943,8.161980394,8.460239,0,0,2.668039564,0,0,0,0,0,0,0,1.132173814,10.76443493,3.755714036,5.327252643,3.522265145,0,0,0,0,2.950470367,8.134003893,2.855874165,5.361877986,1.904489182,6.278436839,3.432526293,2.005185307,4.086919574,1.476212223,6.337379251,0,0
"K00297",139.81777939,99.702810163,101.331571245,98.802668654,83.032129045,56.48641912,25.211288779,118.090903611,69.69718946,79.239106296,96.024994347,205.96905668,82.783843484,80.70499265,136.945329868,159.467954009,129.422516438,74.116273851,57.464815739,50.814853482,196.79739699,200.92221785,133.295849164,124.823780995,124.497938925,119.503125421,142.216234933,118.683349958,105.04071485,156.005729024,162.853898001,251.586977393,131.415391038,114.280399255,151.110572504,135.266996616,101.091383103,79.226412469,185.588450946,105.665413159,90.769363707,20.993014588
"K00301",0,6.589189,1.265418,0,0,0,0,12.57564,32.16771,3.04938,18.394581,14.68458,4.478427,0,2.732125,0,0,0,0,0,4.480148,2.496228,11.409858,6.751707,1.343735,14.187491,0,0.8374744,0,9.604561,6.044741,5.5117194,17.773858,2.1565329,20.30856,1.253891,0,0,8.088834,4.467083,0,0
"K00311",1.325204,3.839587,0,0,0,0,1.14815,5.792911,7.3233276,7.313067,4.533269,24.84706,4.413321,2.564552,1.467947,1.551679,2.18634,0,0,17.9632,5.50323,8.040064,7.653545,9.019937,2.304393,1.779787,10.978865,5.964703,0,3.65591,12.118697,13.4526,6.3958519,2.3858614,11.31893,6.287912,0.7871189,0,0.5794749,5.115202,0,0
"K00314",0,6.06571,6.309802,0,2.278448313,50.36802673,4.11959415,5.5739,6.497179,0,0,2.409512425,5.278373215,1.02240927,0.585226273,1.855822533,0,121.4347074,1.380802834,0,1.237348,3.653106,5.130757,0,0,0,0,0,0,11.33278,2.36926,1.560587,8.819117,8.325636,0,8.048767511,5.177708538,8.954127392,1.613347,1.0955,6.771189281,0
"K00315",1.066653,3.933609,5.7386302,0,19.600657,35.808192,33.26914,4.02853,3.28708,2.310289,3.317106,1.869676,10.477949,27.928751,9.38781,32.370123,16.288777,0,1.858521,13.061776,0,0.7040741,1.18664,3.7094441,13.834984,22.43637,23.0615,17.544554,9.652737,0,0.4566347,4.681761,1.529762,0,6.307324,0,4.006424,4.5830062,0,8.06309,7.4921394,0
"K00318",0,0,0,9.179004,4.69465,0,0,0,0,0,0,2.482351,0,0,3.014588,0,0,31.01793,0,0,1.09521,0,0,2.420624,1.135757,1.096495,0,11.32565,1.64186,1.074745,0.6990321,0,0,0,0.5364149,6.640921,0,0,1.428017,0,1.74397,5.028359
"K00322",5.839493,0.400009,0.499327,1.888317,0,0,0,0.5513642,3.2618319,9.723854,2.4749514,9.990784,0.6945442,1.083449,0.5390408,0,3.463745,0,0,0,12.855356,5.299965,5.116699,6.147961,2.767799,4.780309,0.8493517,4.273373,0,11.309858,11.000759,3.087432,3.8909773,8.979294,11.344784,7.570604,3.468429,4.123739,2.553448,2.8617177,0,0
"K00323",112.1458344,76.559096726,66.330911999,59.29045539,54.676461833,41.81953937,177.172182404,100.98891866,80.954151842,83.709610491,44.202590658,62.082129637,56.797826574,49.983371444,57.973076184,71.183376609,58.18419789,54.592470253,80.01746187,60.17618,102.931363773,64.163135343,68.808043643,88.10350264,74.230042158,62.595363282,83.020047664,73.72372386,39.712894865,63.290129919,67.66121214,70.799535777,59.565833283,55.330612341,67.077831198,46.867320781,35.412428062,39.041500455,73.782811369,66.131846633,83.051412886,4.405141
"K00324",56.969174943,19.974586528,31.299992055,47.686877,9.043828,49.784953074,6.13965302,41.074880738,28.086782206,50.32996984,46.819217739,92.101220182,10.521208954,61.736023047,25.381541184,25.887197536,24.160122992,39.858937769,100.12036762,19.945618934,75.525546095,42.170892956,48.8981322,33.809897431,21.240523079,31.92110776,77.699244281,30.916356895,12.2222061,69.660642516,62.295710974,53.91428961,55.847143507,45.359472949,70.155162926,60.35082813,22.022843562,9.09357478,45.345390564,30.071768106,13.506513436,0
"K00325",39.324659,18.554240923,13.745589,6.600901,1.263827,9.088991,4.253515921,15.76348811,10.039474,15.475234407,8.864887669,19.24826138,12.112163961,11.237064344,13.513495872,3.437306,23.7305115,0,11.761778,2.842314,37.414069979,16.759043307,15.07003253,10.058798374,6.54501832,3.491864882,16.233556,19.104183,19.409929565,26.5793623,21.197965142,4.222954762,15.810108878,22.676481,12.353140144,24.418568621,32.529006649,11.704000924,18.792896,16.22355068,0,0
"K00326",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.040107844,0,0,0,0,0,0,0,30.55967259,0,0.970440347,1.130229552,0,0,1.38833786,0,0,0,0
"K00327",79.590888359,48.242060342,36.380866722,45.20549727,35.759705679,19.96254851,3.304985,54.0629433,46.90664003,44.770865131,41.067291991,24.694727634,85.225252576,68.396115395,9.47794297,12.894542187,67.723615431,75.47178,27.621312,71.918420939,59.330718739,61.722188318,54.758987494,39.347782689,16.053397963,27.918001201,37.155430218,2.985354919,15.026041446,31.542637603,36.20437025,23.286412692,44.716965044,62.827452324,43.290390598,48.201184833,88.086346086,90.313870251,63.21834068,46.818371436,25.915542485,4.021715
"K00344",10.099821445,14.673184399,11.151219109,58.16885988,15.257577625,1.501629182,13.44787056,8.217918532,4.898733261,21.49355036,6.88597199,23.519188274,10.045608923,1.005880713,11.488834826,4.854864457,6.40195555,63.233181992,3.612204553,0,7.276612871,10.867338474,8.965895581,11.603569559,5.583031123,4.67084852,30.357416883,0,12.756616969,4.924756937,6.568839771,10.931277096,4.740954476,6.277350572,11.04788561,10.400845547,27.345945144,28.232238175,16.301778153,8.969155174,35.741895152,0
"K00360",7.973689,8.716156,12.42367,0,9.61375,2.476973,2.228504,1.9914752,30.605102,12.837534,2.2031631,10.2375549,4.894883,18.25147,15.385762,10.691659,5.304477,16.28687,8.963383,12.45204,2.6309561,1.4892555,6.805304,6.0279199,9.8847057,7.902128,10.470807,3.0711592,11.63844,7.6806745,8.1256688,0.8206535,2.4900144,3.1291164,8.745554,7.19196,3.131908,4.151791,21.25746,12.525012,12.911688,0
"K00362",57.813551267,42.954071179,78.645067568,9.684891,4.4674299,8.577876,0,28.923276696,63.558338693,70.45146266,51.915333952,173.20869135,47.884960324,28.630732329,46.55511471,33.386006087,41.4456014,4.360191,1.098454,35.77819225,135.555400838,101.262727113,105.804931505,152.162861488,112.676679882,91.971558647,29.30769892,45.492905333,27.599615253,81.494271406,47.476833682,92.944719606,69.04585973,70.437392587,115.502047555,57.903265479,19.672612453,21.076603382,55.616816582,73.09911832,3.354671051,0
"K00363",8.439893,2.775062,3.464081,0,0,0,0,0,1.48623,0,0,3.421508,0,8.710927,4.986128,7.905804,1.392425,0,0,16.3433,0,1.114197,0,11.01021,3.522265,2.267004,5.12159,7.317433,10.18364,0,0,0,0,0,0,3.432526,3.007778,4.08692,4.428637,1.002383,1.201886,0
"K00364",56.1829463,75.085881544,67.991210825,57.69069724,80.40157585,89.120829424,18.895807,92.888868793,77.791812129,54.984027426,74.152913034,77.342523879,37.168053897,31.392957438,38.274381218,46.712921236,33.62638321,3.623139,32.451354368,17.585706937,59.475072531,38.986406537,61.500455426,27.612594437,49.402826296,69.849524068,49.268525692,62.839239824,62.815804899,87.159739252,77.255404948,39.521436241,46.83260037,58.601629159,38.42879411,39.519028629,69.838901377,40.205792804,100.98095265,68.356203001,56.207595357,0
"K00365",3.632019493,2.14705,3.313628,0,25.191376,73.584,14.517484004,0,0,4.834422,20.159156,0,1.242657,37.60277732,35.96700426,18.961697,12.59152344,21.711063,1.944536,2.528945,1.751913,0,0.673067032,8.560196047,7.002828,7.255051,16.75881005,0,16.210698042,0,0,2.992968,0,0,6.426978138,1.705439542,9.632788,5.1167345,0,1.325465,19.983543095,0
"K00380",62.644899682,61.629952531,64.54135542,35.653325,39.560567203,62.494903192,12.336282,53.642484951,55.553276327,108.755005275,91.045700663,286.53784559,168.528676435,58.931520888,58.975640195,13.608845932,68.9890611,282.6297536,7.525228,20.837117317,109.017649307,121.464784789,88.01335269,103.17508006,38.819523626,61.603745967,42.835843213,11.961316117,21.825161591,105.20976419,116.320673015,217.666416528,99.981570765,71.274536703,222.228579525,104.577618864,70.34654333,55.947273357,101.86052038,88.666855776,13.910193532,53.19982
"K00381",51.27815507,8.218901551,27.705893443,1.77776,3.634551,7.925064915,0,35.786984941,24.092304953,85.395388429,30.702019252,150.41301789,37.891690467,31.544776729,11.05453199,1.196036912,7.160050414,1.557488,0,0,76.54892467,100.49757718,57.254168925,92.726934622,36.141659413,48.394031049,21.59849,0.5628794,3.583849954,75.254393756,56.306005218,89.5971938,70.478091997,32.376406197,123.76588383,81.600444317,29.431810117,44.524450534,9.354924922,15.807396415,2.721996486,12.58230822
"K00382",20.0857864,0.423350477,0.528463945,0,0,0,2.677264848,7.002451393,1.360393266,6.692964275,0,0,0.735072569,0,0.570495176,0,0,0,1.346045784,5.983818452,0,3.56951074,0,0,0,0,0,0,0,0.33898315,0,0,0.369313156,0.435809881,0,0,0,0,0.675612001,0,0,0
"K00383",14.373849339,8.186418157,8.463501315,0,0,0,0,2.093246527,9.206027135,18.719649112,14.225411872,31.16096432,6.718674657,2.582291,0.944342394,2.343618,2.201463,0,0,1.238129102,28.628240402,33.912859738,13.470234571,33.88325161,2.262324443,10.883261923,10.374763403,0.5784532,3.354294,10.885370374,14.737765455,36.78019758,13.21068926,12.594858618,23.647151738,16.180612917,19.03803239,11.37499027,4.198293284,9.772902789,2.850323,0
"K00384",3.604224742,0,0.821846063,0,1.727080038,0,0,0.907494442,4.23125877,6.505394547,2.988936361,3.652855136,9.145244492,0,2.66163408,0,0,0,0,0,8.058176612,1.586045952,0,0,0,0,3.645260141,0,2.416046752,0,1.542970349,0,2.871705503,0.677754157,0,0.814359737,0,0,2.101369712,1.426879502,0,0
"K00387",11.24500956,18.263270333,38.679841024,2.945116,43.283065394,82.552178496,41.234480267,30.006254647,28.937738644,33.781258072,17.914992939,73.92038974,22.334497917,24.09567149,13.729980528,52.751999573,41.719855609,47.37727031,48.671772797,31.871549915,39.993066331,51.820480455,45.624337095,67.57585883,60.416878976,54.986736233,23.013364805,21.228437825,39.255689884,32.461336299,54.124298271,26.723167747,42.029944212,32.755390989,73.79103927,30.821534426,35.084513804,24.077439088,89.24958204,19.428761736,39.60834271,0
"K00389",0,0,0,0,0,0,0,0,0,0,0,1.288703444,0,0,0,0,0,0,0,0,0,0,1.414581558,0,3.53774277,0,0,0,0,3.347698006,9.798297581,5.378294096,0,1.434643451,5.01259999,0,4.531492218,0,0,0,0,0
"K00390",16.621193,23.314207,12.3485307,3.809805,0,0,1.14815,13.8266,22.339195,14.879669,2.54563,6.0348566,0,3.4950485,2.2298556,2.747716,0,84.75089,24.24468,5.847135,23.2422424,25.652313,14.1336196,15.4335948,6.0235776,2.9614686,5.719121,5.170315,3.702413,20.1870102,15.47495,0.716656,12.017081,11.731628,3.126594,14.3405506,1.180678,4.4715482,13.89288,10.9373824,9.1493,0
"K00392",7.403414858,7.302795735,4.051556908,0,0,2.851778228,0,5.592235488,9.777826599,1.603522691,7.367465942,6.002644989,0,0,1.093449088,0,13.43568303,0,0,0,1.986269849,1.954732072,9.88345799,6.146048575,0,0,2.995082162,1.283760092,0,4.548023935,13.31150296,0,6.370651946,14.20013864,4.864200648,5.018313294,0,0,0,3.517132808,0,0
"K00411",0.8274405,3.174091,1.698079,29.53710589,0,0,4.552391979,15.547541048,3.278448,0,1.543917,2.662651863,0,6.778931499,0.6110451,0,0,0,0,0,10.641933232,11.019136192,16.891689317,6.869113,0,0,0,0,7.487968,15.567126558,7.62485393,6.544847335,18.35444708,16.664460994,1.087292,26.12303012,0,1.335595,2.1709,0.9827283,0,0
"K00413",3.215197,0.4404861,1.099708,0,2.310998,86.69406,0,0,3.538642,0,0,2.443934,1.529651,4.14806,6.529453,0,11.93507,0,0,0,1.617391,4.775131,1.341326,1.429897,0.5590897,3.238577,0.8129509,0.6968983,2.424675,0.3527039,2.064641,2.71988,0,1.360349,0.5281132,1.089691,2.86455,3.243587,0,4.295927,2.289307,0
"K00417",1.369557,2.251572,0,3.079528,8.951671,8.874733,35.608687,2.069014,0.6029329,1.483177,0,14.639282,3.909453,5.300767,5.056925,17.63972,9.861666,0,0,34.48947,0,0.904014,11.430775,4.356581,15.157191,19.063998,14.103949,25.368498,26.16486,0.6009559,5.917914,48.887749,1.964177,0,2.699483,0,8.358962,12.060442,0,0,16.668941,0
"K00428",1.997607796,3.831447072,2.049752164,2.245868702,4.307480686,0,0,0,0.879425824,2.163332388,0,0,1.90074978,1.288598665,0,0,14.00664535,11.38394709,0,1.934118834,1.339850668,1.977864996,0.555578999,0.592265036,1.389453706,0,5.050878203,3.463873384,1.004303458,0.438271115,0.85517686,0,0.477484761,0.563458338,0.656235354,0.677026882,0,0,3.493993427,0,0.711175206,0
"K00430",1.918157,11.56276,5.248608,0,2.75744,0,3.323763,2.897795,4.222243,4.154582,2.386054,0,1.825152,0,0,0,0,4.858301,0,0,1.286561,6.330666,3.200893,3.412254,0,0,0,0,0,2.525039,9.85397,3.245312,2.750963,8.656769,3.780811,5.200797,0,0,3.355028,4.556286,0,0
"K00432",1.667139346,0.913600783,0.57021912,1.874329929,2.396590077,0,0,1.259288584,4.036673104,1.805447771,15.55353921,1.689633404,11.10413328,1.075423084,0,0,0.687617448,0,0,9.684920975,1.677294539,2.751104398,2.318341998,2.47142694,0,2.798770376,1.686120328,0,0.838159429,6.583806077,6.780179993,0,4.78192146,3.291709697,0,3.95517433,3.960859865,3.363719814,2.915974761,0,0,0
"K00434",0,1.2221066,1.5255428,0,10.85733,6.280508,5.942386,2.5904091,0,0,6.084551,10.788792,2.28225,5.536972,5.950659,3.818214,5.379924,20.221515,9.56749,2.322317,0,0.6804258,1.9075705,4.3786608,13.726167,8.75904,33.15091,6.840306,12.417778,1.052473,0.4412974,0,0.573321,0,7.658139,1.625827,21.493624,18.966229,2.704511,3.7728835,5.73753,0
"K00435",27.14844177,28.937156317,33.86319076,73.447841,22.050239477,25.488433872,87.934932577,55.405996996,49.733851642,1.700479877,42.437250572,15.935994808,34.639391369,16.905506359,68.83786862,25.971912135,58.63490688,9.083157,47.596554,149.314958856,25.76505102,9.170456867,24.485164939,23.35561133,30.629244432,51.086852596,47.39333785,51.135631857,36.510698262,12.095733435,12.122985669,42.80369,5.439575471,14.341142368,11.164043145,16.807219116,22.240055173,24.422198851,28.746028508,41.961074923,82.981320371,0
"K00451",2.185086,1.197438,1.494749,0,0,2.104225,3.786294,7.427357,0,2.366364,2.718094,2.214568,2.079137,12.68582,4.840901,1.279256,18.92617,0,0,0,1.465597,0,0.6077207,3.239249,4.559567,0.7336583,1.104982,0,1.098558,0,1.403154,1.848462,2.089189,4.930716,0,0.7405666,0.6489273,0,1.910954,3.892749,4.667519,0
"K00459",1.60378,1.5686618,4.5513802,0,25.5661299,4.633293,0,5.370767,1.059071,10.42099,25.614023,10.3487617,2.0701368,6.822128,5.074767,11.82517,31.64965,16.24819,0,0,5.067716,0,4.012606,10.79429,1.673285,13.399171,9.760513,26.013259,7.025438,4.82232,1.8135325,7.0699349,0.6567237,1.162455,36.10296,3.724681,2.7894276,3.050222,4.0237977,3.263098,10.0598046,0
"K00464",4.356073775,14.91969021,5.214745827,0,3.131028972,17.17524,0,4.112999004,3.35600242,0,5.763707731,1.103712143,8.28972162,6.335701222,14.900723345,8.949967,0,2.758261016,0,0,0,0,3.028801642,7.334857885,8.861044,8.058005457,4.966768311,4.257738842,2.375975738,0.477856893,0.46620932,6.605186384,0,1.843054047,5.022058,0,0.64683397,2.935219435,2.857184947,1.940095839,11.63115578,40.24309227
"K00469",38.065891275,48.177065062,26.836120931,10.706818937,9.869201968,43.065739905,3.403525,63.42005464,27.083229775,13.366409808,7.054836,19.21334154,19.070853389,27.038472791,22.69429562,28.368837708,8.427025615,28.086710185,19.16033,10.050542,44.769893075,28.72218308,9.992728138,21.673926966,6.583078848,13.21387591,10.073828,13.81594157,7.9303459,21.321656667,30.886006302,22.979236251,27.036381048,31.51328326,8.219793321,28.543235405,9.328223365,8.629048482,47.659783761,18.978359059,10.643879,54.07926346
"K00471",8.884098,2.434265,8.363907351,0,0,0,0,3.355341,5.540768,15.66068108,1.48223195,43.897607586,1.408889,0.9551455,0,0,0,0,0,0,14.683631274,13.116997843,14.594979617,13.113659721,3.427995275,0,0,4.272953298,0,34.37359905,19.782472001,12.5074781,7.313667914,4.913176701,33.958459544,6.678712466,11.75383425,4.638909845,14.24415,7.086846931,0,0
"K00472",13.347647014,6.109160674,9.7790968,0,7.147969,7.056493,0,24.685671374,8.534422714,6.620608419,25.873695908,12.947396725,7.356601,15.494569,16.756355,5.775321,9.048451491,3.977028,0,30.156901,12.753927902,17.400688216,23.482519666,19.412329574,20.470656587,27.198643573,11.11663,20.56269354,25.910558,29.232478774,41.041493096,7.6434179,24.137930488,32.130020744,13.9265597,45.588885084,2.9245503,13.378276,6.325119561,8.980479682,31.5794746,0
"K00476",12.73946,2.327096,10.16711,42.96813,0,0,0,14.4343,9.347356,22.99391,18.48817,2.151892,0,0,0,0,0,0,0,0,4.272354,22.4241,27.16397,10.07223,0,0,0,0,4.269869,11.18005,9.998577,8.980736,13.1954,19.16467,5.580064,7.196072,0,0,18.56871,6.304295,0,0
"K00479",3.531336,1.548152,7.730167,0,10.15292,8.161575,17.13337,0,0,0,5.710557,5.726373,9.408314,4.555924,3.129369,4.961802,5.243443,0,0,5.470562,0,0,0,5.863176,9.333757,4.742686,2.142925,0.6123374,17.04374,0,0,6.572095,0,0,8.816618,0,3.775454,11.40005,0.617662,0,30.17287,0
